id,schoolID,alloc_year,alloc_batch,alloc_amount,alloc_type,alloc_group,mo_jan,mo_feb,mo_mar,mo_apr,mo_may,mo_jun,mo_jul,mo_aug,mo_sep,mo_oct,mo_nov,mo_dec
489,129191,2024,20241047,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
490,129192,2024,20241048,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
491,129193,2024,20241049,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
492,129194,2024,20241050,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
493,129195,2024,20241051,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
494,129196,2024,20241052,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
495,129197,2024,20241053,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
496,129198,2024,20241054,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
497,129199,2024,20241055,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
498,129200,2024,20241056,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
499,129201,2024,20241057,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
500,129203,2024,20241058,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
501,129204,2024,20241059,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
502,129205,2024,20241060,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
503,502247,2024,20241061,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
504,129206,2024,20241062,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
505,135098,2024,20241063,4750,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
506,129207,2024,20241064,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
507,501958,2024,20241065,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
508,501081,2024,20241066,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
509,129211,2024,20241067,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
510,205509,2024,20241068,4750,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
511,129212,2024,20241069,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
512,129213,2024,20241070,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
513,129214,2024,20241071,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
514,205510,2024,20241072,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
515,129215,2024,20241073,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
516,501960,2024,20241074,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
517,129217,2024,20241075,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
518,129218,2024,20241076,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
519,129220,2024,20241077,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
520,129221,2024,20241078,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
521,129222,2024,20241079,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
522,129223,2024,20241080,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
523,129224,2024,20241081,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
524,129225,2024,20241082,105800,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
525,501965,2024,20241083,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
526,129227,2024,20241084,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
527,129228,2024,20241085,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
528,129229,2024,20241086,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
529,129230,2024,20241087,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
530,501419,2024,20241088,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
531,501422,2024,20241089,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
532,129234,2024,20241090,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
533,129236,2024,20241091,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
534,109431,2024,20241092,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
535,129238,2024,20241093,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
536,501963,2024,20241094,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
537,129240,2024,20241095,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
538,129241,2024,20241096,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
539,129242,2024,20241097,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
540,501966,2024,20241098,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
541,129244,2024,20241099,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
542,501956,2024,20241100,4750,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
543,129246,2024,20241101,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
544,129247,2024,20241102,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
545,129248,2024,20241103,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
546,129249,2024,20241104,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
547,129250,2024,20241105,4750,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
548,129252,2024,20241106,179400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
549,129255,2024,20241107,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
550,501608,2024,20241108,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
551,129256,2024,20241109,105800,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
552,129257,2024,20241110,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
553,129258,2024,20241111,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
554,501517,2024,20241112,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
555,501555,2024,20241113,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
556,205507,2024,20241114,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
557,129262,2024,20241115,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
558,129263,2024,20241116,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
559,129254,2024,20241117,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
560,129265,2024,20241118,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
561,129266,2024,20241119,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
562,500457,2024,20241120,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
563,501516,2024,20241121,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
564,501418,2024,20241122,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
565,129267,2024,20241123,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
566,129268,2024,20241124,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
567,129269,2024,20241125,4750,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
568,129270,2024,20241126,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
569,501657,2024,20241127,4750,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
570,129272,2024,20241128,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
571,501961,2024,20241129,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
572,501084,2024,20241130,142600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
573,129277,2024,20241131,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
574,129279,2024,20241132,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
575,129280,2024,20241133,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
576,129282,2024,20241134,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
577,129281,2024,20241135,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
578,129283,2024,20241136,197800,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
579,129285,2024,20241137,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
580,129284,2024,20241138,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
581,129286,2024,20241139,105800,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
582,129287,2024,20241140,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
583,129278,2024,20241141,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
584,129288,2024,20241142,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
585,129290,2024,20241143,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
586,129291,2024,20241144,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
587,129292,2024,20241145,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
588,129293,2024,20241146,105800,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
589,129294,2024,20241147,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
590,129296,2024,20241148,124200,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
591,501425,2024,20241149,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
592,129298,2024,20241150,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
593,129299,2024,20241151,142600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
594,129289,2024,20241152,124200,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
595,129300,2024,20241153,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
596,129301,2024,20241154,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
597,129302,2024,20241155,105800,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
598,129303,2024,20241156,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
599,129304,2024,20241157,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
600,129305,2024,20241158,142600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
601,129316,2024,20241159,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
602,129306,2024,20241160,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
603,129307,2024,20241161,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
604,129308,2024,20241162,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
605,129309,2024,20241163,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
606,129311,2024,20241164,161000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
607,129313,2024,20241165,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
608,129314,2024,20241166,142600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
609,129295,2024,20241167,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
610,129315,2024,20241168,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
611,129317,2024,20241169,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
612,129312,2024,20241170,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
613,129319,2024,20241171,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
614,129320,2024,20241172,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
615,129321,2024,20241173,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
616,129322,2024,20241174,4750,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
617,129323,2024,20241175,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
618,129324,2024,20241176,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
619,129325,2024,20241177,105800,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
620,129326,2024,20241178,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
621,129329,2024,20241179,216200,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
622,129330,2024,20241180,253000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
623,129327,2024,20241181,142600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
624,129328,2024,20241182,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
625,129310,2024,20241183,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
626,129331,2024,20241184,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
627,501959,2024,20241185,124200,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
628,129318,2024,20241186,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
629,205505,2024,20241187,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
630,129334,2024,20241188,105800,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
631,129339,2024,20241189,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
632,129342,2024,20241190,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
633,129343,2024,20241191,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
634,129344,2024,20241192,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
635,502245,2024,20241193,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
636,129347,2024,20241194,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
637,502246,2024,20241195,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
638,129351,2024,20241196,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
639,129356,2024,20241197,124200,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
640,129357,2024,20241198,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
641,129346,2024,20241199,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
642,500417,2024,20241200,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
643,501962,2024,20241201,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
644,129359,2024,20241202,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
645,501964,2024,20241203,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
646,129355,2024,20241204,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
647,137186,2024,20241205,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
648,129336,2024,20241206,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
649,129367,2024,20241207,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
650,129335,2024,20241208,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
651,129348,2024,20241209,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
652,129337,2024,20241210,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
653,129341,2024,20241211,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
654,129350,2024,20241212,4750,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
655,129353,2024,20241213,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
656,129354,2024,20241214,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
657,129338,2024,20241215,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
658,129360,2024,20241216,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
659,129333,2024,20241217,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
660,129361,2024,20241218,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
661,129362,2024,20241219,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
662,129363,2024,20241220,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
663,129352,2024,20241221,4750,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
664,129364,2024,20241222,4750,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
665,129365,2024,20241223,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
666,129358,2024,20241224,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
667,129368,2024,20241225,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
668,500416,2024,20241226,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
669,129372,2024,20241227,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
670,129423,2024,20241228,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
671,129425,2024,20241229,105800,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
672,129426,2024,20241230,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
673,129427,2024,20241231,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
674,129428,2024,20241232,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
675,129429,2024,20241233,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
676,129430,2024,20241234,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
677,129431,2024,20241235,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
678,205506,2024,20241236,124200,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
679,129432,2024,20241237,105800,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
680,129424,2024,20241238,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
681,129433,2024,20241239,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
682,129435,2024,20241240,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
683,129436,2024,20241241,87400,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
684,129437,2024,20241242,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
685,129438,2024,20241243,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
686,129439,2024,20241244,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
687,502248,2024,20241245,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
688,129441,2024,20241246,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
689,102321,2024,20241247,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
690,129442,2024,20241248,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
691,129434,2024,20241249,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
692,129443,2024,20241250,9500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
693,129444,2024,20241251,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
694,129445,2024,20241252,124200,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
695,129446,2024,20241253,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
696,129447,2024,20241254,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
697,129448,2024,20241255,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
698,129449,2024,20241256,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
699,129450,2024,20241257,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
700,129451,2024,20241258,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
701,501957,2024,20241259,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
702,501423,2024,20241260,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
703,129454,2024,20241261,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
704,129455,2024,20241262,105800,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
705,129456,2024,20241263,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
706,205511,2024,20241264,50600,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
707,129457,2024,20241265,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
708,129459,2024,20241266,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
709,129460,2024,20241267,49500,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
710,205514,2024,20241268,33250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
711,129462,2024,20241269,69000,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
712,129463,2024,20241270,52250,SNED Fund,SNED,0,0,0,0,0,0,0,0,0,0,0,0
